id,Date,Text,Count,Hashtags
1660366311199842308,2023-05-21,"La geógrafa, profesora en la Universidad de León, Paz Benito, líder científica sobre patrimonio industrial en España  ",0,0
1660297963283922945,2023-05-21,"Denuncian, entre otras, las demoliciones de la  del Norte y del  de Santa Clara.      ",4,"estación, faro, Donostia, SanSebastian, PatrimonioIndustrial"
1660295951892742145,2023-05-21,  Seguro que no conocen su patrimonio industrial ,0,0
1660258446774501378,2023-05-21,Jardines históricos y patrimonio. Medio Ambiente y Sostenibilidad. Patrimonio Industrial   Sin contar las de libre elección ni Erasmus xq ahí sería mucho más difícil.,0,0
1660250011802783744,2023-05-21,En apoyo a los vecinos que reivindican conservar el gran patrimonio industrial de la ciudad de Oviedo y Asturiano  ,0,SalvemosLaVega
1660182308412964865,2023-05-21,"          Es un elemento del patrimonio industrial, por tanto es un elemento patrimonial.",0,0
1660145863635640320,2023-05-21,"Buenos días amantes del  Ya en marcha hacia Castellón para luego ir a las jornadas Real Fábrica y Territorio en l Alcora, comienzan a las 10, la entrada es libre, en nave BIC de la Real Fábrica     ",0,"PatrimonioIndustrial, fotoindustrialdeldia, turismoindustrial, educacionpatrimonial"
1660096400326000641,2023-05-21,"  A que te refieres con sostenibilidad  Málaga ha sido la ciudad económicamente más importante de su región, la de Granada, desde hace siglos. Segunda ciudad industrial de España en el XIX. Si no se nota más, es por el maltrato al patrimonio industrial. Y a cualquier otro.",0,0
1660061586373898246,2023-05-20,"  A mí que me expliquen cómo se pone en valor el patrimonio industrial si no es conservándose y protegiéndolo, precisamente, de otros menesteres.",0,0
1659986087937298432,2023-05-20,Esta semana nos publicaron en el blog de AJG un artículo sobre el patrimonio industrial relacionado con el agua en nuestra región. Todo en torno al río Manzanares. Os dejamos un enlace para leerlo: ,0,0
1659965514397958144,2023-05-20,El Centro Cultural La Carmela forma parte del patrimonio industrial de    Conoce más sobre este espacio que ahora impulsa la cultura aquí     ,0,Puebla
1659917886129860610,2023-05-20,"A mi juicio, el valor patrimonial está en su uso, en que una solución creada a fines del siglo XIX sigue estando vigente hoy. Y el concepto que solucinó la tension entre el uso y la idea de conservar se llama Patrimonio Industrial Vivo. No hay que inventar el agua tibia.",0,0
1659894396106555393,2023-05-20,"               Entiendo lo que dice, pero no lo comparto. Se ha tragado ud la falacia de que ese  abandono  es legal o casual, y de que patrimonio industrial se puede destruir.  La propiedad tiene obligación de mantener y desarrollar ese suelo y patrimonio, y Ayto tiene que tutelar y obligar.",0,0
1659872918052978688,2023-05-20, Queremos potenciar el turismo. Tenemos patrimonio industrial y natural   ,0,ValentíaParaTransformar
1659833286464512000,2023-05-20, Esperemos que con la nueva titularidad municipal comience una etapa positiva. Esa vieja Herrería es historia viva de esta tierra y merece ser cuidada y puesta en valor para que las nuevas generaciones puedan disfrutar de esa valiosa joya de nuestro patrimonio industrial.,0,0
1659824962234974209,2023-05-20, En Galicia perdimos las antenas radiolocalizadoras de la WWII por falta de un mínimo de mantenimiento. Hay una dejadez absoluta de las administraciones por la conservación del patrimonio industrial y técnico histórico:  ,1,0
1659748358687268866,2023-05-20,"Se extiende el plazo de recepción de ponencias en la convocatoria de X Coloquio Latinoamericano para la Conservación del Patrimonio Industrial.  Tienes para participar hasta el 05 de junio,  conoce las bases y participa       ",1,CulturaNL
1659744500732903424,2023-05-20,"Conoce y disfruta de las actividades artísticas y recreativas del Centro Cultural  La Carmela , recinto que forma parte de la historia del patrimonio industrial de  Visita    ",0,Puebla
1659695780318580736,2023-05-19,Queremos recuperar el Parque de las Norias creando un viñedo urbano y poner en valor nuestro patrimonio industrial  ,4,0
1659656163225378818,2023-05-19,"Esta área pasaría a convertirse en una de las mayores zonas verdes de la ciudad, con creación de huertos urbanos incluida. Además, supondría la puesta en valor del patrimonio industrial de la ciudad, al restaurarse la antigua fábrica de cerámica. De ahí el nombre: La Tejera. ",0,0
1659633673153421319,2023-05-19, Urge cerrar filas y seguir defendiendo el corazon de la minería y el patrimonio industrial    Silvia Alvarez Presidenta de la Cámara de negocios y conferencia profesional.  2do Seminario Futuro de la Minería Mexicana     ,0,"SinMinasNoHayVida, CorazónMineroDeMéxico"
1659583422325506052,2023-05-19,"   Recuperemos también el  industrial de la industria azucarera     No solo la Azucarera, sino también el Ingenio de San Juan, propiedad del Estado.  Un espacio ideal para proyectos de arte, música, teatro, danza, o albergar la Escuela Municipal Agraria. ",7,patrimonio
1659541980542582785,2023-05-19,Cs propone un plan global para  recuperar  el patrimonio industrial del Parque de las Norias de Valladolid ,1,0
1659533552424480768,2023-05-19,A Caleira de Cobres: de antiguo patrimonio industrial a núcleo socio cultural en Vilaboa  via ,0,0
1659530004047319063,2023-05-19, Proponemos la creación de un viñedo urbano en el Parque de las Norias y convertir la antigua azucarera en un centro de referencia para la cultura del vino.    Valladolid necesita un plan global que tenga en cuenta todo nuestro patrimonio industrial    ,11,TransformemosValladolid
1659516047534309378,2023-05-19,"La excepcionalidad del Caminito del Rey, el conjunto de presas y las estaciones de ferrocarril ha llevado a las autoridades a intentar que la Unesco declare el enclave Patrimonio Mundial en la categoría de Patrimonio Industrial Hidroeléctrico.  ",0,0
1659514532358770688,2023-05-19,A Caleira de Cobres: de antiguo patrimonio industrial a núcleo socio cultural en Vilaboa  Vía:    ,1,0
1659475130114879488,2023-05-19,No tiene nada que ver con  pero sencillamente adoro esta película y quiero compartirlo ,0,PatrimonioIndustrial
1659468709025525760,2023-05-19,"Buenos días amantes del  hoy me he despertado nostálgica y he querido compartir una imagen de las naves de madera de SA Cros de Valencia de 2006, cuando empezaba a estudiar este magnífico conjunto para mi tesis doctoral  ",8,"PatrimonioIndustrial, fotoindustrialdeldia"
1659383744048799744,2023-05-19,"El Centro Cultural  es parte de la historia del patrimonio industrial del estado de Puebla, contribuye al desarrollo cultural y educativo de la comunidad vecinal, así como de todas y todos aquellos que lo visitan.   con ",0,"LaCarmela, PueblaAcelera, UnGobiernoPresente"
1659348426360868864,2023-05-19,"Hoy en el municipio de Puna, Potosí, se inauguró  la exposición:  Patrimonio Industrial Minero  y una pequeña muestra de la  Las autoridades del municipio expresaron su agradecimiento por brindar la oportunidad a los estudiantes de tener una muestra de la CNM.    ",0,"CNM, 250añosCNM"
1659315222623014913,2023-05-18,"Creo que no tenemos Museo de la Técnica porque no se ha puesto en valor nuestro Patrimonio industrial como complejo (tenemos ahora a Barakaldo tratando de competir con Sestao   ).  Es algo factible y necesario para cuidarlo, ponerlo en valor y promocionarlo, también internamente ",0,0
1659280833109274625,2023-05-18,"      Supongo que es familia de los antiguos propietarios.  Además del valioso patrimonio industrial e histórico que se pierde , el edificio estéticamente es muy interesante con una combinación de ladrillo caravista y elementos art decó.",0,0
1659223170728034307,2023-05-18,"    El problema con Salyt es que no entraba en el  paquete  de Patrimonio Industrial a proteger (chimeneas). No aparece en el Catálogo General del Patrimonio Histórico Andaluz, que es la  trampa  de la Ley 14 2007, de 26 de noviembre, del Patrimonio Histórico de Andalucía.",0,0
1659217528554508293,2023-05-18,"Con motivo del Día de los Molinos de Gipuzkoa, este fin de semana se llevarán a cabo 2 visitas guiadas en  para dar a conocer antiguos molinos que fueron utilizados por la industria armera de la época. Te apuntas a este viaje por el  de  ",2,"Soraluze, PatrimonioIndustrial, Debabarrena"
1659204408243261444,2023-05-18,Importante ex hacienda Vichaycoto: un patrimonio industrial en Huánuco ,0,0
1659203218541531139,2023-05-18,Chimeneas industriales de ladrillo  Blog recomendado por       ,1,"Chimeneas, PatrimonioIndustrial"
1659183461364559876,2023-05-18,"Lo que mal empieza, mal acaba.  Se consuma en  el incumplimiento del PGOU, la destrucción del patrimonio industrial, falta de equipamiento local y dotaciones de barrio, para poner el suelo al servicio de espacio basura mayorista.   v ",5,Salyt
1659181786629304320,2023-05-18,"             Es un suelo calificado como Productivo 4, transformado en  un Leroy Merlin con hotel, mayoristas y parking . Se le ha dado la vuelta al PGOU como un calcetín, al servicio de intereses privados, y además se ha destruido cualquier vestigio de patrimonio industrial. ",11,0
1659177376566181890,2023-05-18, Uned y Ciuden ponen a pie de patrimonio industrial a la prensa especializada en turismo para impulsar el territorio               ,1,Bierzo
1659174287092113415,2023-05-18,"Recuperar el patrimonio industrial de  abriendo nuevas oportunidades para el desarrollo de la ciudad, es algo en lo que nuestra Corporación,  siempre colaborará     Felicidades a  por avanzar en esta extraordinaria iniciativa    ",0,"Granada, CámaraGranada"
1659144451208388608,2023-05-18,"Ea, el patrimonio industrial a tomar viento. Durante siete décadas fue protagonista del desarrollo urbanístico de Málaga. El derribo de su chimenea industrial con horno Hoffman, única en  contribuye a que desaparezca, un poquito más, la huella industrial de la ciudad.",0,Málaga
1659128939418189824,2023-05-18,Jornada de Puertas de la Nave almacén de efectos y repuestos de Puerto de Sagunto (Valencia)        ,0,"DíaInternacionaldelosMuseos, PatrimonioIndustrial"
1659125762832625666,2023-05-18,Día Internacional de los Museos en el Museo de Cerámica de lAlcora y en la Real Fábrica.      ,0,"DíaInternacionaldelosMuseos, Museos, PatrimonioIndustrial"
1659124732522905601,2023-05-18,Feliz  Yo recomiendo visitar el Museo  para conocer nuestro patrimonio industrial y la carpintería de Ribera. Visita obligada a quienes vengan por el Palo y quieran conocer algo más de las raíces marineras     Qué Museo recomendáis vosotras  ,1,diadelosmuseos
1659120201818882049,2023-05-18,"   Patrimonio industrial, la chimenea debían haberla mantenido en pie. Pero habrán dicho que no tiene interés",0,0
1659119045214445568,2023-05-18,"Feliz   Recomiendo el Museo Massó por su combinación de patrimonio industrial, etnográfico y artes plásticas. Sempre o mar  .   Qué museo nos recomendáis vosotras  ",4,DíadelosMuseos
1659095222805037056,2023-05-18,Feliz     Hoy entrada GRATIS en visita libre      Apertura del  10:30 a 17:30h.                ,3,"DíaInternacionalDeLosMuseos, Museo, DIM2023, MuseoDeLaEnergía, Ponferrada, Bierzo, Laciana, León, CyL, patrimonioindustrial, MSP, EnciendeTuCuriosidad"
1659092452198735872,2023-05-18," Hacer allí otro centro comercial teniendo la Rosaleda vacía es un despropósito y lo peor destruyendo el patrimonio industrial. Podían haber hecho centros deportivos, centros culturales o equipamientos que tanto necesitamos.",1,0
1659070600478851073,2023-05-18,"Proyectos de recuperación de patrimonio industrial convirtiéndolo en equipamiento público, financiados con ayudas europeas, hay unos cuantos en España. Pero para eso hay que tener un alcalde con ganas de trabajar y que no sólo haga lo que le dictan desde la Cámara de Comercio.",5,0
1658955585767763969,2023-05-17,Máquina liadora de cigarrillos fabricada por La Maquinista Valenciana. Patrimonio industrial de Alicante. ,1,0
1658906074093690900,2023-05-17,Descubriendo Patrimonio Industrial de Asturias. Museo Ciudadela de Celestino Solar. Gijón  ,0,0
1658894977441701902,2023-05-17,Patrimonio Industrial asturiano.  La central hidráulica de EDP en Proaza: ejemplo de arquitectura de la industria     ,0,0
1658875763729235989,2023-05-17," Para visitarlos, uno puede acudir a la Guía secreta de Córdoba de Francisco Solano Márquez Cruz o, simplemente, aprovechar una mañana en la ciudad andaluza para recorrerlos y disfrutar de este patrimonio industrial tan característico. ",0,0
1658754814405124098,2023-05-17,"El cronista oficial quirosano, Roberto F. Osorio, mostrará el patrimonio industrial de la ruta a su paso por Quirós    ",0,"Quiros, MEQ, SendadelOso"
1658753754995277826,2023-05-17,"Ayer, en Pleno Extraordinario, se dio, por fin, este paso para la reubicación de Química Sintética, con cuyos afectados me entrevisté hace tiempo. Lo vergonzoso es que se haya tardado tanto. La chimenea debe protegerse como Patrimonio Industrial pero, visto lo visto...",1,0
1658746036368621568,2023-05-17,"Buenos días amantes del  hoy nuestra bella y abandonada Ceramo de  como   Seguimos son ver el proyecto de rehabilitación que se supone que ya está hecho, o debería estarlo   ",1,"PatrimonioIndustrial, Valencia, fotoindustrialdeldia, industrialheritage, industriekultur"
1658729715354734592,2023-05-17,A Caleira de Cobres: de antiguo patrimonio industrial a núcleo socio cultural en Vilaboa ,0,0
1658558523318456331,2023-05-16,"José Pérez Zamora, perito industrial, nos ofrece un interesante y emotivo recorrido a través de las desaparecidas instalaciones de la factoría siderúrgica de Puerto Sagunto, recorriendo todo el proceso de transformación del mineral hasta el acero  ",0,0
1658553817758158858,2023-05-16,"  Secretaria de Organización de IU Samartín, y centrada en lo académico en la investigación del Patrimonio Industrial y en el estudio de la Vivienda Obrera, Beatriz está especialmente interesada en la salvaguarda del patrimonio histórico artístico de Samartín,   ",0,0
1658518157391167506,2023-05-16,"Esto de  tiene una pinta de   cumpliendo apresuradamente los mínimos de seguridad aérea , por exigencia de  de tapadillo, por la puerta de atrás y de paso detruyendo Patrimonio Industrial BIC, que tira para atrás...",0,ElTarajal
1658502193371136005,2023-05-16, Incluso con proyectos de recuperación de patrimonio industrial o conversión donde quedarían hasta ESTÉTICOS.,0,0
1658500857263009792,2023-05-16,"         1. Menos cuento.  2. Quién ha decidido recalificar de productivo a comercial    3. Quién ha determinado el valor como patrimonio industrial   4. Quién ha determinado la calidad de la propuesta comercial, o si puede integrar patrimonio industrial existente ",0,0
1658421003360382978,2023-05-16,Mil gracias a todas las personas que cada viernes visitáis el Horno Alto n 2 y la Nave Almacén de Efectos y Repuestos   Reserva tu entrada en         ,0,"patrimonioindustrial, industrialheritage, ciudadfactoría, companytown, memoriaobrera, workingmemory, sagunto"
1658413884192043010,2023-05-16,"ESTO NO ES UNA ESTACIÓN. La Estación del Norte de Donostia   San Sebastián, de 1864, fue demolida en abril de 2023.          ",4,"Donostia, SanSebastian, Estación, Ferrocarril, PatrimonioIndustrial, patrimonioferroviario, tren, SOSpatrimonio"
1658397817935740928,2023-05-16,Descubriendo  de Asturias. Museo Ciudadela de Celestino Solar. Gijón       ,0,"PatrimonioIndustrial, memoriaobrera, industrialheritage, industriekultur"
1658392897715073024,2023-05-16,"Hoy una única entrada en el blog, la Ciudadela de Celestino Solar de Gijón, antiguo espacio de vivienda obrera musealizado   ",0,"TurismoAsturias, memoriaobrera, patrimonioindustrial"
1658388744771125248,2023-05-16,"Durante las próximas semanas, enmarcadas en la iniciativa  Hemen Urumea  y el colaboración con  realizaremos salidas en bicicleta por los márgenes del río Urumea para conocer su patrimonio industrial y riqueza ambiental.  Apúntate   ",1,0
1658383709370822657,2023-05-16,"Buenos días amantes del  hoy  muy especial con taller de  para   Un taller similar realizarán este domingo en la Real Fábrica l Alcora, no os lo podéis perder   ",1,"PatrimonioIndustrial, fotoindustrialdeldia, educaciónpatrimonial"
1658345806594752514,2023-05-16,"Toledo RIBERA es un proyecto relacionado con la recuperación, protección y difusión del patrimonio industrial de Toledo. Mucho de este patrimonio ha sido expoliado durante estos años.     ",0,"toledo, patrimonio, cultura, toledoribera"
1658169488192204800,2023-05-15,Molinos Vascos.   Una vergüenza que el  y  no hagan absolutamente nada.                        ,4,"JdeJorge, MolinosVascos, Zorroza, Bilbao, Bizkaia, PatrimonioIndustrial"
1658082306689495041,2023-05-15," Celebramos un nuevo hito en patrimonio industrial   Nuestra central hidráulica de  se ha sido reconocida por la Fundación  encargada de inventariar, divulgar y proteger el patrimonio arquitectónico.   ",0,"Proaza, EDPWeChooseEarth"
1658049633686265856,2023-05-15," Sí, has leído bien: Los primeros trabajos realizados sobre la Azucarera San Isidro se presentan ya, este jueves 18 de mayo, Día Internacional de los Museos.  Te esperamos         ",3,"EsNoticia, AzucareraSanIsidro, azúcar, patrimonioUGR, UGRrestaura, patrimonioindustrial, patrimoniogranada"
1658037405708845056,2023-05-15,"Fin de semana de Real Fábrica y Territorio. Jornada Real Fábrica y Territorio, Didáctica y Turismo Industrial. Domingo 21 de mayo.      ",0,"PatrimonioIndustrial, IndustrialHeritage, RealFabricayTerritorio"
1658036914144919552,2023-05-15,"Fin de semana de Real Fábrica y Territorio, Ruta de las entrañas de la tierra a la Real Fábrica: Ruta de las Minas de Lucena a Araia, 20 de mayo.       ",0,"rutasindustriales, PatrimonioIndustrial, PatrimonioMinero, IndustrialHeritage"
1658036648624500737,2023-05-15,Hoy recordatorio de actividades que habrán dentro del proyecto Real Fábrica y Territorio este próximo fin de semana     ,4,"RealFabricayterritorio, PatrimonioIndustrial, Turismoindustrial, industrialHeritage"
1658035102255915008,2023-05-15,Buenos días amantes del  hoy lo que queda de la antigua fábrica de leche El Prado de  como        ,0,"PatrimonioIndustrial, Valencia, fotoindustrialdeldia, bellezaindustrial, abandono, chimeneas, industrialheritage, industriekultur"
1657806414683820052,2023-05-14,  Hay asociaciones de Defensa del Patrimonio Histórico. Y suelen denunciar.  Hay tb asociaciones de defensa Patrimonio Industrial. Cuando denuncian se puede quedar paralizada la obra.  En mi comunidad sí q hay,0,0
1657679277754646528,2023-05-14,"EL PATRIMONIO INDUSTRIAL DE PRADOLUENGO CLAMA ANTE LA ADMINISTRACIÓN REGIONAL: Bien está que  invierta varios millones de euros en Clunia y en Valpuesta, pero que no sea capaz de aportar 120.000 euros para el patrimonio de Pradoluengo, literalmente es una vergüenza. Salud    ",5,0
1657666365795311617,2023-05-14,Quizás ya incluso interesen a la investigadora canaria del  Amara Florido,0,PatrimonioIndustrial
1657657438735138816,2023-05-14,     La costa del sureste de  alberga uno de los mayores tesoros etnográficos de Canarias: las salinas sobre barro.   Tomás Correa      ,8,"PatrimonioIndustrial, GranCanaria, PatrimonioGC, PatrimonioCanario, EsTodoTuyo, PatrimonioEtnográfico"
1657468314405183489,2023-05-13,"       El PP forma parte, muy importante, del problema de España. Aznar completó la venta a precio de saldo, precisamente a los enemigos de España en Europa, del patrimonio industrial español, venta que inició Felipe González y que es el origen del paro endémico que sufrimos.",0,0
1657449978858446849,2023-05-13,"Tal día como hoy hace 33 años, el 13 de mayo de 1990, el diario El Correo publicaba un artículo recogiendo el trabajo de AVPIOP IOHLEE en Bizkaia. Un colectivo defiende el patrimonio industrial vizcaíno. LA ESTÉTICA DEL HORNO ALTO.   ",9,"patrimonioindustrial, PatrimonioIndustrialVasco"
1657448155019968513,2023-05-13,"Con la Recuperación y Promoción Turística de nuestro Patrimonio Industrial, de Sendas Verdes, Cicloturistas, Gastronomía , Productos Locales asi como nuestra Cultura Asturiana .",0,0
